PROGRAM_CODE,PROJ_NAME,SPECIES_NAME,RUN_NAME,BROOD_YEAR,STOCK_NAME,STOCK_PROD_AREA_CODE,STOCK_CU_INDEX,STOCK_CU_NAME,STOCK_TYPE_CODE,REARING_TYPE_CODE,FACILITY_NAME,RELEASE_SITE_NAME,REL_CU_INDEX,REL_CU_NAME,RELEASE_STAGE_NAME,MRP_TAGCODE,RELEASE_YEAR,START_DATE,END_DATE,AVE_WEIGHT,PURPOSE_CODE,TRANSFER,RELEASE_COMMENT,RowNum,TaggedClip,TaggedNum,ShedTagNum,NoTagClip,NoTagNum,NoTagPartMarkNum,UnmarkedNum,TotalRelease,Status,Joe's Comment
PIP,Whitehorse,Chinook,Spring,1999,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Fed Fry,183129,2000,20000610,20000610,2.8,P,U,,1,AD,25037,253,,0,0,,25290,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,1999,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Fed Fry,184303,2000,20000610,20000610,2.84,P,U,,1,AD,10907,110,,0,0,,11017,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,1999,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Wolf Cr/YUKN,CK-69,UPPER YUKON RIVER,Fed Fry,182353,2000,20000610,20000610,2.67,P,U,,1,AD,25071,253,,0,0,,25324,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The Wolf Creek here is in the Gazetteer of Yukon and is also identified in the 2022/23 WRFH annual report. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER. "
PIP,Whitehorse,Chinook,Spring,1999,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Wolf Cr/YUKN,CK-69,UPPER YUKON RIVER,Fed Fry,182354,2000,20000610,20000610,2.4,P,U,,1,AD,25012,254,,0,0,,25266,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The Wolf Creek here is in the Gazetteer of Yukon and is also identified in the 2022/23 WRFH annual report. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER. "
PIP,Whitehorse,Chinook,Spring,2000,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Byng Cr,CK-69,UPPER YUKON RIVER,Fed Fry,184414,2001,20010608,20010608,2.84,P,U,SEE ALSO 184415,1,AD,25788,260,,0,0,,26048,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The Byng Creek here is in the Gazetteer of Yukon and is a tributary to Michie Creek. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER."
PIP,Whitehorse,Chinook,Spring,2000,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Byng Cr,CK-69,UPPER YUKON RIVER,Fed Fry,184415,2001,20010608,20010608,2.84,P,U,SEE ALSO 184414,1,AD,25136,254,,0,0,,25390,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The Byng Creek here is in the Gazetteer of Yukon and is a tributary to Michie Creek. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER."
PIP,Whitehorse,Chinook,Spring,2000,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,McClintock R,CK-69,UPPER YUKON RIVER,Fed Fry,183650,2001,20010608,20010608,3.13,P,U,AEE ALSO 184412 AND 184413,1,AD,10840,110,,0,0,,10950,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The McClintock River here is M'Clintock River in the Gazetteer of Yukon and is a tributary to Marsh Lake upstream of the dam. Michie Creek is a tributary to McClintock River. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER. "
PIP,Whitehorse,Chinook,Spring,2000,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,McClintock R,CK-69,UPPER YUKON RIVER,Fed Fry,184412,2001,20010608,20010608,3.13,P,U,SEE ALSO 184413 AND 183650,1,AD,24526,248,,0,0,,24774,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The McClintock River here is M'Clintock River in the Gazetteer of Yukon and is a tributary to Marsh Lake upstream of the dam. Michie Creek is a tributary to McClintock River. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER. "
PIP,Whitehorse,Chinook,Spring,2000,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,McClintock R,CK-69,UPPER YUKON RIVER,Fed Fry,184413,2001,20010608,20010608,3.13,P,U,SEE ALSO 184412 AND 183650,1,AD,25033,253,,0,0,,25286,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The McClintock River here is M'Clintock River in the Gazetteer of Yukon and is a tributary to Marsh Lake upstream of the dam. Michie Creek is a tributary to McClintock River. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER. "
PIP,Whitehorse,Chinook,Spring,2000,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Fed Fry,184416,2001,20010608,20010608,2.68,P,U,"SEE ALSO 184417, 184418 AND 184419",1,AD,25318,256,,0,0,,25574,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,2000,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Fed Fry,184417,2001,20010608,20010608,2.68,P,U,"SEE ALSO 184416, 184418 AND 184419",1,AD,27293,276,,0,0,,27569,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,2000,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Fed Fry,184418,2001,20010608,20010608,2.68,P,U,"SEE ALSO 184416, 184417 AND 184419",1,AD,25337,276,,0,0,,25613,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,2000,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Fed Fry,184419,2001,20010608,20010608,2.68,P,U,"SEE ALSO 184416, 184417 AND 184418",1,AD,11629,117,,0,0,,11746,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,2000,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Wolf Cr/YUKN,CK-69,UPPER YUKON RIVER,Fed Fry,184410,2001,20010528,20010611,3.34,P,U,SEE ALSO 184411,1,AD,26205,265,,0,0,,26470,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The Wolf Creek here is in the Gazetteer of Yukon and is also identified in the 2022/23 WRFH annual report. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER. "
PIP,Whitehorse,Chinook,Spring,2000,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Wolf Cr/YUKN,CK-69,UPPER YUKON RIVER,Fed Fry,184411,2001,20010528,20010601,3.34,P,U,SEE ALSO 184410,1,AD,23902,241,,0,0,,24143,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The Wolf Creek here is in the Gazetteer of Yukon and is also identified in the 2022/23 WRFH annual report. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER. "
PIP,Whitehorse,Chinook,Spring,2001,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Byng Cr,CK-69,UPPER YUKON RIVER,Fed Fry,185104,2002,20020610,20020610,3,P,U,,1,AD,24907,0,,0,0,,24907,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The Byng Creek here is in the Gazetteer of Yukon and is a tributary to Michie Creek. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER."
PIP,Whitehorse,Chinook,Spring,2001,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Byng Cr,CK-69,UPPER YUKON RIVER,Fed Fry,185105,2002,20020610,20020610,3,P,U,,1,AD,24925,125,,0,0,,25050,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The Byng Creek here is in the Gazetteer of Yukon and is a tributary to Michie Creek. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER."
PIP,Whitehorse,Chinook,Spring,2001,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,McClintock R,CK-69,UPPER YUKON RIVER,Fed Fry,185103,2002,20020610,20020610,3.6,P,U,,1,AD,24769,505,,0,0,,25274,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The McClintock River here is M'Clintock River in the Gazetteer of Yukon and is a tributary to Marsh Lake upstream of the dam. Michie Creek is a tributary to McClintock River. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER. "
PIP,Whitehorse,Chinook,Spring,2001,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Fed Fry,185061,2002,20020610,20020610,3.2,P,U,,1,AD,27850,281,,0,0,,28131,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,2001,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Fed Fry,185062,2002,20020610,20020610,3.04,P,U,,1,AD,27241,0,,0,0,,27241,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,2001,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Fed Fry,185063,2002,20020610,20020610,3.2,P,U,,1,AD,8481,86,,0,0,,8567,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,2001,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Fed Fry,185106,2002,20020610,20020610,3.2,P,U,,1,AD,27114,191,,0,0,,27305,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,2001,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Fed Fry,185107,2002,20020610,20020610,3.02,P,U,,1,AD,26854,0,,0,0,,26854,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,2001,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Wolf Cr/YUKN,CK-69,UPPER YUKON RIVER,Fed Fry,185101,2002,20020523,20020523,3.3,P,U,,1,AD,25334,126,,0,0,,25460,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The Wolf Creek here is in the Gazetteer of Yukon and is also identified in the 2022/23 WRFH annual report. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER. "
PIP,Whitehorse,Chinook,Spring,2001,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Wolf Cr/YUKN,CK-69,UPPER YUKON RIVER,Fed Fry,185102,2002,20020602,20020602,3.1,P,U,,1,AD,25079,177,,0,0,,25256,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The Wolf Creek here is in the Gazetteer of Yukon and is also identified in the 2022/23 WRFH annual report. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER. "
PIP,Whitehorse,Chinook,Spring,2002,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Byng Cr,CK-69,UPPER YUKON RIVER,Fed Fry,184746,2003,200306,200306,2.98,P,U,,1,AD,27058,54,,0,0,,27112,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The Byng Creek here is in the Gazetteer of Yukon and is a tributary to Michie Creek. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER."
PIP,Whitehorse,Chinook,Spring,2002,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Byng Cr,CK-69,UPPER YUKON RIVER,Fed Fry,184747,2003,200306,200306,3.01,P,U,,1,AD,23483,71,,0,0,,23554,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The Byng Creek here is in the Gazetteer of Yukon and is a tributary to Michie Creek. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER."
PIP,Whitehorse,Chinook,Spring,2002,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Fed Fry,184958,2003,200306,200306,3.05,P,U,,1,AD,28485,0,,0,0,,28485,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,2002,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Fed Fry,184959,2003,200306,200306,2.98,P,U,,1,AD,27519,0,,0,0,,27519,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,2002,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Michie Cr,CK-69,UPPER YUKON RIVER,Fed Fry,184960,2003,200306,200306,3.07,P,U,,1,AD,15541,0,,0,0,,15541,All Good - Edited,"STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX in EPAD (reference tables?) is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES)."
PIP,Whitehorse,Chinook,Spring,2002,Yukon R,YUKN,CK-69,UPPER YUKON RIVER,M,H,Yukon River H,Wolf Cr/YUKN,CK-69,UPPER YUKON RIVER,Fed Fry,184748,2003,200306,200306,2.72,P,U,,1,AD,27489,83,,0,0,,27572,All Good - Edited & Filled Blanks,"2 things were done here. First, STOCK_CU_INDEX and STOCK_CU_NAME were misaligned with the STOCK_NAME of ""Yukon R"". This is presumably because linkage between the STOCK_NAME = ""Yukon R""and it's STOCK_CU_INDEX is incorrect. I changed the STOCK_CU_INDEX to CK-69 (from CK-76) and the STOCK_CU_NAME to UPPER YUKON RIVER (from NORTHERN YUKON RIVER AND TRIBUTARIES). Second, the REL_CU_INDEX and REL_CU_NAME were blank. The Wolf Creek here is in the Gazetteer of Yukon and is also identified in the 2022/23 WRFH annual report. This location is part CU CK-69 UPPER YUKON RIVER. So I filled in the REL_CU_INDEX with CK-69 and the REL_CU_NAME with UPPER YUKON RIVER. "
